48,81
48,64
48,86
111,83
101,118
37,76
71,61
110,110
85,93
114,56
109,29
96,64
53,95
32,13
84,84
12,4
105,105
126,126
87,62
132,132
65,33
112,82
94,62
97,89
97,106
44,133
139,139
69,114
69,47
14,137
26,82
107,50
103,103
115,81
134,81
84,82
39,53
52,3
82,82
114,61
125,57
72,72
16,16
70,70
118,81
56,130
58,113
31,55
68,104
68,80
68,28
68,38
68,72
95,95
130,130
130,21
88,3
106,89
4,4
33,33
117,89
100,81
74,92
7,7
118,18
91,91
91,78
43,0
25,3
73,59
41,34
99,99
99,27
27,110
124,121
6,6
36,22
121,121
35,17
123,82
19,52
19,3
93,81
135,30
135,135
51,4
138,120
98,42
23,95
127,42
20,10
77,46
55,82
24,24
60,66
131,128
2,81
2,86
53,53
54,45
54,81
61,61
61,3
61,5
90,11
8,60
40,99
81,81
67,136
63,79
122,122
69,69
89,89
78,3
129,119
49,62
49,108
26,26
121,83
83,83
9,95
116,83
75,102
15,1
