78,32
90,90
37,77
37,37
89,54
78,78
78,46
92,77
71,71
32,87
32,88
46,77
85,87
19,8
6,89
82,46
82,77
66,94
58,88
13,61
13,13
27,1
27,22
41,66
5,24
5,60
5,52
10,61
79,52
67,52
1,1
14,75
65,42
95,96
20,47
20,22
18,0
63,30
63,80
39,36
34,34
73,50
51,25
91,61
48,65
48,42
47,47
47,1
47,22
23,50
11,28
65,65
70,68
27,83
84,84
4,91
9,57
9,81
9,7
2,61
81,41
81,81
81,97
55,49
59,59
88,46
69,86
3,3
15,52
40,88
33,29
38,41
38,27
96,96
2,2
93,93
93,57
12,22
31,21
56,59
35,71
35,96
45,27
45,50
45,22
48,48
3,13
3,81
75,75
52,52
72,22
16,50
17,17
34,44
62,47
62,81
28,47
74,71
76,53
76,43
26,64
22,1
