87,87
84,84
84,33
81,81
7,4
62,54
62,24
43,6
77,6
20,20
19,36
13,5
8,68
69,57
30,36
78,33
15,81
15,15
15,73
16,64
21,21
48,67
75,60
64,64
88,64
41,36
63,39
93,93
86,86
54,68
11,51
11,70
11,52
55,55
71,36
44,56
23,23
38,33
9,92
9,12
82,31
74,49
22,5
35,65
26,65
83,64
83,49
86,50
70,51
70,89
70,52
33,42
80,89
25,72
25,33
2,20
70,70
45,65
40,29
17,36
51,51
34,29
1,10
71,71
37,66
46,53
58,65
36,36
27,20
27,56
85,46
61,61
18,33
52,51
52,89
52,0
79,29
76,94
91,33
33,33
3,94
44,28
14,62
59,90
59,32
47,49
