103,225
32,241
219,219
200,159
37,259
35,98
228,180
252,135
77,193
58,246
196,169
196,115
196,97
196,16
196,188
106,52
187,187
102,260
249,202
140,140
253,253
62,62
254,260
254,254
157,30
76,19
76,76
53,53
229,229
240,240
175,89
175,66
175,246
89,89
256,19
256,76
256,99
145,34
145,145
109,63
34,104
34,167
34,135
116,116
231,231
33,22
24,141
25,264
6,223
6,68
260,260
146,118
126,167
126,85
202,202
56,182
242,242
265,243
265,277
100,251
201,211
74,74
23,23
23,195
23,211
181,181
126,182
126,197
235,222
86,265
182,182
79,132
79,282
154,72
13,126
13,273
276,126
127,214
223,223
168,27
206,206
229,34
196,19
7,7
112,199
202,36
221,167
91,252
91,145
69,116
69,69
65,263
151,198
99,19
99,99
99,147
232,232
134,86
134,265
43,211
257,20
254,193
68,53
68,71
266,185
207,64
207,207
196,196
51,51
275,275
192,92
192,260
192,254
8,73
17,6
17,245
17,223
0,125
57,261
270,224
12,12
155,193
164,142
212,186
158,100
80,276
148,229
148,250
14,78
133,217
258,193
128,203
26,62
124,270
152,19
227,189
194,136
177,160
197,246
234,234
93,93
267,204
161,44
210,253
31,108
59,171
59,59
233,110
245,6
71,71
129,278
39,39
236,175
42,263
171,171
251,251
60,130
94,60
54,34
262,164
143,40
125,137
155,155
149,149
191,191
188,188
225,167
225,15
225,257
225,47
237,139
134,134
205,205
209,261
209,108
215,10
170,105
253,130
138,88
138,178
138,269
203,106
179,281
121,208
121,264
120,120
119,108
254,223
70,167
70,207
92,149
190,154
41,41
213,75
166,202
166,166
183,231
46,46
107,145
229,149
122,56
122,279
231,61
165,17
165,6
165,223
165,20
25,25
25,202
25,36
38,79
145,71
238,101
238,250
166,268
67,145
148,148
156,79
156,84
21,21
176,176
184,255
268,202
113,113
67,67
5,71
247,111
1,3
271,159
271,67
87,250
83,144
83,274
90,103
90,107
21,10
111,167
111,111
236,6
236,192
236,17
236,71
236,223
107,107
189,189
153,143
214,91
28,38
95,152
216,145
216,134
216,34
216,107
216,67
123,38
123,21
45,2
230,109
90,201
90,90
103,103
103,248
48,239
48,91
280,174
20,18
20,89
81,81
49,5
29,55
220,249
114,4
218,28
9,177
11,249
11,89
172,281
183,183
82,250
131,89
50,271
117,107
117,113
226,189
272,133
150,88
150,38
150,238
150,96
8,189
244,145
244,107
244,216
163,154
268,89
268,268
162,173
162,81
