67,29
79,79
41,47
41,41
41,14
40,34
40,9
74,47
74,74
73,70
73,80
73,64
70,49
29,29
17,17
63,70
63,72
63,80
45,62
45,49
26,59
26,42
26,49
26,69
18,2
18,84
57,30
57,59
85,12
85,37
85,68
78,42
78,49
78,64
78,8
27,4
27,70
27,37
58,47
58,58
58,70
58,14
32,24
63,63
36,36
36,11
65,65
56,56
29,70
60,47
47,61
2,82
29,85
29,15
29,37
29,68
31,6
47,4
47,27
47,47
47,70
47,12
47,37
83,20
42,42
70,70
70,80
70,6
70,59
15,70
17,28
17,64
53,70
53,52
47,65
30,72
21,6
15,37
15,68
44,65
10,4
10,50
10,64
10,16
10,14
12,6
7,42
5,29
5,85
5,27
5,47
5,61
5,70
5,37
5,4
5,68
80,80
87,47
87,5
87,4
13,11
42,71
70,61
70,37
70,4
43,74
43,14
49,49
71,72
12,4
12,29
12,37
33,85
33,47
33,37
33,35
37,4
37,37
37,35
37,68
81,63
29,86
23,72
6,80
9,9
27,27
27,29
27,15
54,63
51,35
4,4
59,82
59,80
59,6
6,75
72,72
72,42
65,27
65,36
65,61
65,11
46,74
46,47
48,48
28,64
1,4
42,30
43,43
37,42
64,35
55,80
66,14
21,64
21,14
39,38
25,65
37,49
84,70
84,80
0,49
27,80
27,6
27,59
19,72
19,22
19,42
3,77
3,76
6,2
6,38
6,29
41,4
41,36
41,11
61,61
82,82
68,4
68,12
