141,75
88,62
81,11
22,61
47,76
38,45
16,112
14,108
127,127
151,151
15,89
37,37
47,47
73,129
132,56
68,68
110,110
124,133
139,33
145,21
48,98
114,82
103,34
74,40
83,71
153,63
89,89
140,140
105,17
104,104
65,86
65,9
148,148
23,23
5,88
85,85
84,140
64,99
64,36
64,69
118,88
3,79
24,97
19,132
10,125
66,114
67,96
103,103
25,105
90,128
111,51
143,150
83,83
52,52
54,7
41,150
41,143
147,126
27,6
115,39
50,31
135,39
2,114
58,138
60,19
35,39
13,13
12,44
53,114
20,59
136,39
18,43
4,55
49,28
142,0
142,142
123,1
30,87
155,134
102,65
29,39
29,57
46,46
120,39
130,121
122,117
113,126
42,42
119,109
91,106
152,100
137,135
94,77
107,8
149,80
116,39
144,144
154,26
70,92
70,78
101,93
101,72
131,95
131,35
131,136
32,146
