107,425
60,60
261,22
317,254
317,366
317,414
317,317
370,370
370,367
382,480
382,143
382,110
382,127
382,424
382,285
382,353
382,429
319,319
319,149
361,366
361,330
61,358
242,108
242,139
242,153
242,388
38,179
38,73
38,257
326,100
334,109
334,192
334,244
334,308
334,384
334,149
162,360
162,45
157,408
157,199
52,33
56,164
154,254
154,436
438,69
438,44
332,86
84,484
84,339
288,308
456,188
456,456
178,311
178,431
178,120
129,122
23,23
63,316
142,187
480,110
119,254
283,355
272,366
272,262
272,385
311,245
17,92
108,139
455,165
455,467
455,283
455,322
455,257
95,240
95,401
377,110
347,347
347,440
347,316
347,389
347,399
347,44
65,369
65,64
65,121
103,123
439,123
486,486
21,237
385,480
83,110
380,185
138,138
138,45
253,121
148,149
53,185
461,369
436,223
370,166
18,308
18,115
245,245
441,123
139,210
311,311
311,283
118,118
118,406
322,293
322,354
322,283
322,68
297,200
155,321
340,357
340,364
98,378
274,121
374,184
374,341
99,304
92,357
208,439
370,213
370,121
402,166
402,188
228,480
89,63
445,169
174,110
174,83
148,319
463,118
463,406
165,283
165,460
165,245
386,139
351,38
351,151
254,366
254,68
254,385
254,44
143,472
143,285
26,449
137,357
402,354
193,123
168,56
168,319
347,257
71,257
151,338
151,283
318,372
318,293
375,340
298,115
298,88
422,99
182,294
467,312
467,257
202,92
202,357
211,413
211,44
258,465
460,139
250,341
458,458
466,320
433,433
196,196
196,309
367,293
367,372
185,147
269,123
370,131
370,69
370,44
310,482
163,46
448,305
186,123
372,293
372,372
59,123
59,176
370,172
370,200
370,219
261,261
261,171
261,370
261,44
338,283
209,133
360,360
223,223
2,111
2,257
2,333
276,191
276,260
446,283
446,257
446,44
446,399
293,402
293,293
428,449
476,392
476,257
354,93
436,436
325,480
325,73
325,146
295,333
295,223
188,188
273,83
273,481
151,151
151,2
151,180
151,312
151,405
151,257
151,7
275,44
62,206
62,254
160,100
279,279
472,110
472,474
472,481
221,64
479,209
473,37
223,363
67,223
24,342
278,342
278,283
278,139
278,44
278,333
434,165
200,278
454,64
454,40
283,460
283,44
88,475
88,11
88,352
88,88
192,109
421,185
130,130
130,229
309,354
90,83
37,308
180,2
180,376
307,322
206,366
206,206
206,44
451,7
451,308
9,333
9,319
194,57
172,172
31,399
31,385
332,122
171,206
104,324
230,110
230,146
200,200
134,254
134,366
134,414
127,238
252,121
366,345
171,171
171,231
145,172
283,1
151,167
151,440
99,123
99,395
270,227
42,138
42,408
42,115
42,205
197,327
432,455
330,205
312,283
312,440
327,56
166,1
166,309
166,166
454,81
328,254
328,366
328,414
328,51
45,45
138,360
138,85
8,322
413,366
232,278
201,221
277,184
277,83
196,300
144,414
32,333
32,319
303,303
54,278
54,200
101,396
166,16
340,47
340,353
340,340
417,111
417,257
417,291
48,192
470,480
296,172
460,413
97,273
440,440
434,434
368,254
368,368
313,26
313,16
313,402
296,225
176,221
176,83
464,121
388,200
388,47
388,227
47,319
244,451
129,308
139,342
139,364
139,333
135,370
135,462
415,240
36,160
36,100
402,402
64,274
64,121
374,434
374,291
293,184
293,257
293,399
354,8
3,3
223,354
223,56
223,441
216,97
216,418
306,306
112,409
110,115
110,313
337,278
468,468
341,121
165,165
115,133
115,11
115,108
453,47
453,319
140,483
120,188
120,245
120,319
35,172
49,110
442,480
442,217
442,372
333,159
333,333
469,195
469,222
469,68
469,437
300,333
260,191
260,192
11,480
183,276
226,64
226,100
360,308
160,160
196,346
393,139
414,254
414,366
414,487
414,68
414,415
29,72
306,123
306,383
306,25
306,481
405,200
405,192
405,447
405,257
261,408
358,485
358,358
358,399
60,294
383,123
50,360
171,254
171,366
171,328
171,414
267,10
293,121
293,83
293,437
257,257
