53,53
112,283
59,253
274,70
220,220
220,124
220,138
15,15
15,164
183,131
65,281
65,164
251,186
16,294
109,109
107,23
70,214
70,262
60,66
128,128
128,254
64,64
23,13
23,146
73,73
165,45
147,64
216,216
146,146
146,13
146,164
146,133
310,210
94,267
293,303
168,168
47,0
47,5
158,112
178,309
51,305
274,274
67,210
184,253
66,278
144,144
144,61
144,188
75,266
211,163
200,200
249,249
249,21
89,302
89,89
43,234
257,246
257,21
257,6
58,105
41,49
41,231
41,253
97,111
159,270
302,247
273,283
299,45
299,188
299,223
90,270
90,137
85,110
85,138
85,212
34,160
34,177
190,28
306,253
249,188
12,182
12,178
12,12
93,219
91,129
91,249
307,38
307,21
307,6
95,270
95,137
95,44
160,142
108,173
308,24
308,12
308,116
308,32
263,191
263,307
263,263
289,21
289,215
12,116
300,198
300,41
300,117
300,253
253,188
253,253
191,119
246,246
209,313
209,209
209,247
219,66
219,253
219,210
143,53
33,179
110,110
110,212
156,309
156,105
313,142
113,177
180,144
206,206
40,33
255,225
89,210
54,225
85,127
85,215
198,25
9,9
9,236
137,112
137,212
192,278
161,105
202,202
299,299
232,152
27,295
141,212
141,188
160,160
62,253
102,102
102,68
27,179
20,18
20,246
20,137
226,226
207,33
55,124
55,21
55,247
55,223
29,226
29,270
29,137
29,223
166,270
166,188
22,182
226,307
226,77
102,247
138,138
169,137
270,303
188,124
188,188
188,153
148,216
240,124
240,125
193,139
194,184
123,274
96,136
61,277
61,248
123,188
233,124
233,137
300,66
300,210
308,253
40,61
26,145
296,86
296,120
121,95
121,142
121,44
204,241
61,61
302,302
302,269
274,66
274,301
274,253
80,106
80,148
30,273
172,112
189,214
189,262
189,188
189,304
3,136
3,168
3,283
3,105
3,3
3,195
3,227
190,124
258,54
300,300
4,274
4,181
149,39
137,125
137,137
122,165
122,299
122,45
122,188
122,223
299,112
209,264
290,290
263,36
81,61
244,70
244,262
205,196
110,211
110,142
63,18
56,253
87,283
231,253
100,45
114,266
162,94
10,285
125,270
125,153
222,188
222,74
316,217
256,270
212,309
282,190
150,226
150,278
311,82
238,61
129,249
17,302
203,170
315,199
88,165
88,18
88,45
175,186
304,210
236,211
276,188
312,38
312,248
312,115
196,151
104,144
1,97
78,90
78,188
78,137
78,44
86,89
86,86
287,66
287,253
152,111
152,138
33,18
33,45
261,33
301,253
212,138
212,61
212,212
181,274
171,171
171,278
229,167
229,74
187,234
187,187
5,5
201,139
127,127
217,217
21,21
21,195
98,303
316,178
316,199
316,315
271,202
271,126
271,309
271,287
271,271
139,7
178,154
140,12
132,253
93,177
93,253
273,273
273,89
273,179
8,33
8,89
8,40
11,83
218,253
218,211
154,86
218,278
218,69
256,3
120,86
272,68
82,79
189,70
189,291
189,189
138,124
297,170
45,45
242,12
242,116
292,214
292,262
32,116
32,309
44,270
44,188
44,44
195,274
249,71
249,123
249,304
249,29
294,268
48,172
48,188
48,105
125,253
81,226
81,44
217,234
298,270
298,188
296,185
296,105
296,43
57,226
57,241
19,19
61,66
61,253
125,125
37,250
37,36
235,253
284,247
38,188
38,214
227,308
252,309
252,253
89,26
89,279
288,303
288,293
174,219
174,235
174,253
167,167
167,74
176,71
31,253
57,50
57,236
137,304
253,66
137,270
137,188
254,254
202,182
247,190
275,275
271,197
271,151
46,92
46,247
280,317
155,245
215,21
228,216
228,187
36,89
14,283
230,249
196,286
307,248
52,253
39,21
39,39
241,213
42,159
42,84
62,265
62,5
262,262
159,262
210,66
210,253
83,137
316,25
133,15
133,13
223,18
223,124
223,21
223,223
223,165
223,88
223,45
99,21
99,117
99,57
99,215
210,231
210,210
259,89
259,247
243,183
262,214
148,193
219,224
159,134
237,283
264,211
264,142
68,190
208,260
135,130
279,177
279,26
279,8
239,76
224,161
224,105
300,302
300,72
77,77
29,253
62,112
62,50
62,221
214,270
214,188
214,137
314,53
314,35
138,61
101,260
152,124
236,188
103,154
86,41
84,19
84,184
84,166
84,270
84,188
84,253
118,144
118,180
118,61
118,304
118,83
43,178
43,12
2,267
157,13
157,146
