87,31
74,84
14,14
14,62
14,25
20,25
77,23
52,62
49,62
89,69
89,25
62,62
62,11
82,53
87,87
87,93
80,80
44,44
37,37
67,68
30,62
10,59
10,45
41,41
26,26
26,17
57,57
42,42
42,54
43,3
27,27
28,62
92,92
94,76
96,21
97,97
12,60
81,88
1,24
7,59
69,25
72,72
90,84
90,90
16,16
86,64
61,61
61,78
5,5
51,17
29,63
67,59
47,85
4,34
93,93
22,22
6,14
6,62
6,11
40,62
95,95
95,25
62,21
58,4
84,84
66,70
2,2
9,45
38,38
13,75
73,55
48,49
0,0
61,92
69,69
95,91
35,62
8,8
18,60
15,65
33,71
8,19
79,46
83,50
36,39
56,25
32,80
